date,origin_chain_id,origin_timestamp,origin_transaction_hash,dst_chain_id,dst_timestamp,dst_transaction_hash,withdrawal_id,origin_token,dst_token,sender,beneficiary,amount,value_usd,matched
2022-01-11 12:55:00,1650811245,1641905736,0x7e641db161cf1afd984c4e2f0f1fe519eb976f18041e0d5e192ab6f4f9e6f3b6,6648936,1641907661,0x64a8fd7047329f95631abdfcfbf224ad78e8e5d8fb61bc070200a7c0c5396cad,1,0xacc15dc74880c9944775448304b263d191c6077f,0xba8d75baccc4d5c4bd814fde69267213052ea663,0xa5bd5c661f373256c0ccfbc628fd52de74f9bb55,0xa5bd5c661f373256c0ccfbc628fd52de74f9bb55,1000000000000000000,8.971501811,True
2022-01-12 08:53:00,1650811245,1641977622,0xa8070d98c33968156c25fe4cf6d5c91ab1b7f2476938b3aa040348c269aa3979,6648936,1641982002,0x60e20861d22a6931d9731e0c00dcd6984857140c86cf83f94be888e7af5bab91,3,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x26bc3110960b1888c4bd043dbd16a6c7336ab488,0x26bc3110960b1888c4bd043dbd16a6c7336ab488,1915131000000000000,6232.67904846299,True
2022-01-12 22:42:00,1650811245,1642027368,0x575deb2e509ae772a561c230ccdacb0b360bc364bef461f69280a5cdbd89af17,6648936,1642029545,0x73bae115015885371b295daad8225493571b6963f550cd1d7b009c00921b9b91,4,0xc234a67a4f840e61ade794be47de455361b52413,0x6b175474e89094c44da98b954eedeac495271d0f,0xa98c5eaffd2e339f2c67a922b39008938044baaa,0xa98c5eaffd2e339f2c67a922b39008938044baaa,54815000000000000000000,54756.474353390004,True
2022-01-13 12:07:00,1650811245,1642075632,0xd46e8ef3d34d703e2486c70137dcba7062b9ca017f0ad2120a5dde59f9afaeb7,6648936,1642086325,0xbe2a5c91c7ae75ea52543e3aceb2a8cc662bc0c6173a34931ac78ec8d5793a14,8,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x09f258f399c421afff697ff75caca4ba3c73f02b,0x09f258f399c421afff697ff75caca4ba3c73f02b,1699000000000000000,5618.710558907,True
2022-01-13 12:07:00,1650811245,1642075620,0x8aec0ef676f30254a43362e3c745ec2e25c456708f616e4e271a90cec6befa5d,6648936,1642086569,0x46c559ec63879c00c6b4b36863d71e08496ceec241fe00cb48f2a6257305ac03,7,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xf08961d8863c0535253061bcb7ec10034adacd60,0xf08961d8863c0535253061bcb7ec10034adacd60,1699900000000000000,5621.6869211807,True
2022-01-13 12:17:00,1650811245,1642076238,0xeef8ed0c0feab724bfad1dee3de1913eef2440d7b1366d449d691a25becabfb7,6648936,1642086700,0x8c92d232f4f3a08a21dc33cbe8aae1fd8b8fad871ddd63683eac698a5a9bddda,9,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xed99808f05ba011cf391c3959149a4b1b4324088,0xed99808f05ba011cf391c3959149a4b1b4324088,1699900000000000000,5621.6869211807,True
2022-01-13 12:03:00,1650811245,1642075434,0x5f2abf14fbc31464327c544ef9fef14ca99488c7726a5346c703db5356b8fa84,6648936,1642086730,0x9d22f9dfceb94b1c957d004384c2d843d0fc9c5852d3aee659d81737697ee691,6,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x64595e305f3671030af14d7fd6b0b2195671b4de,0x64595e305f3671030af14d7fd6b0b2195671b4de,1699900000000000000,5621.6869211807,True
2022-01-13 12:17:00,1650811245,1642076262,0x3aad056c1ab05d529220e6aef177ab9f5b844019ef8fb8694a412e02a140c8af,6648936,1642086824,0x2b78eec3f0f34362c6472bbffa8f385bd0a4f91f1256f6f6aafa0abf2d17c02c,10,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xc3c4ff037904895d2c154bafec4f63feeb9958a9,0xc3c4ff037904895d2c154bafec4f63feeb9958a9,1699900000000000000,5621.6869211807,True
2022-01-13 17:39:00,1650811245,1642095552,0x71b9727d3780b9652a813628ddf7357ae7a7d49f00f2fcd248b3532a7c213535,6648936,1642103199,0x52847e1ae089b6d29a33927c3e2b666c36940eec1cf5111ebc0346230cce02b9,14,0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0x74f6fb605b94f8b53ae25a945be3a0cff7ae8d50,0x74f6fb605b94f8b53ae25a945be3a0cff7ae8d50,6153160000000000000,20348.925875599878,True
2022-01-13 18:54:00,1650811245,1642100082,0xf3dc27eeaaf34f1671cdc8103619e1a658be39e2d4a2638cc41bcd45e04dc5f1,6648936,1642105785,0xba3aeaf1c646d045ccc556be52d1f6bb61d2c705b5deed67fd4688496fbfce5b,15,0x8f552a71efe5eefc207bf75485b356a0b3f01ec9,0xa0b86991c6218b36c1d19d4a2e9eb0ce3606eb48,0x185f628ffa3c5fe577f10e218af1a14ace20a1cc,0x185f628ffa3c5fe577f10e218af1a14ace20a1cc,4922000000,4922.16796325,True
