dst_chain_id,dst_timestamp,dst_transaction_hash,withdrawal_id,dst_token,beneficiary,corresponding_eoa,amount,value_usd,date
6648936,1659389551,0x61497a1a8a8659a06358e130ea590e1eed8956edbd99dbb2048cfb46850a8f17,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xf57113d8f6ff35747737f026fe0b37d4d7f42777,0x56d8b635a7c88fd1104d23d632af40c1c3aac4e3,10000000000,2297085.882,2022-08-01 21:32
6648936,1659389551,0xa5fe9d044e4f3e5aa5bc4c0709333cd2190cba0f4e7f16bcf73f49f83e4a5460,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa8c83b1b30291a3a1a118058b5445cc83041cd9d,0xa8c83b1b30291a3a1a118058b5445cc83041cd9d,10000000000,2297085.882,2022-08-01 21:32
6648936,1659389551,0xb1fe26cc8892f58eb468f5208baaf38bac422b5752cca0b9c8a871855d63ae28,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xb5c55f76f90cc528b2609109ca14d8d84593590e,0xb5c55f76f90cc528b2609109ca14d8d84593590e,10000000000,2297085.882,2022-08-01 21:32
6648936,1659389551,0x40163166dfeaab8ee80e7b0acc62768cef84b7047b42b09827b29a8d77f383a9,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x000000000000660def84e69995117c0176ba446e,0x847e74d8cd0d4bc2716a6382736ae2870db94148,10000000000,2297085.882,2022-08-01 21:32
6648936,1659389563,0x3f9083e432932d83e5b4560203b5a24395bcb24ae3eac0356ee3ca52665b518f,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xd1a7feb0317bbe40ac2334c29579424942ad8f17,0xa5eff6157b44d7eba6b003b72044bcb58faba036,10000000000,2297085.882,2022-08-01 21:32
6648936,1659389563,0xfff02d5797ae4d5737dc86b36f8ab30737d4a0f5febef2a221664c6641d5d35d,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa8ecaf8745c56d5935c232d2c5b83b9cd3de1f6a,0xa5a13f62ce1113838e0d9b4559b8caf5f76463c0,10000000000,2297085.882,2022-08-01 21:32
6648936,1659389600,0x498a0778cc8448a10054d71508dee1a65b5f336daebba8ef859e712000391db9,5078,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xe4a4df7e1689589efb06ec8c7c601b1cb193c5b3,0xe4a4df7e1689589efb06ec8c7c601b1cb193c5b3,10000000000,2297085.882,2022-08-01 21:33
6648936,1659390389,0x1f81aeb9f1c8ee7c672552edd6e0d058afa8dc3d2010be6ee58bf1a9b762b9d4,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x000000000000660def84e69995117c0176ba446e,0x847e74d8cd0d4bc2716a6382736ae2870db94148,300000000,68912.57646000001,2022-08-01 21:46
6648936,1659390389,0x7db5e5f962347376521f4c7a1dcf0605c7bee2a2fce4106fca44becc3b280304,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x283949d7c2ad3c8bca304df6aa5d9a2a78e02b77,0x1dbd0b48c2af1880e5c1ce3f6dd6bfd4feac5236,300000000,68912.57646000001,2022-08-01 21:46
6648936,1659390389,0x5c5f3325d212b8e0863c76995b5aa54aaf22723c3fbd68b38f33b1309c8b16bd,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xb5c55f76f90cc528b2609109ca14d8d84593590e,0xb5c55f76f90cc528b2609109ca14d8d84593590e,300000000,68912.57646000001,2022-08-01 21:46
6648936,1659390389,0xb0447743d0d29c57565658ab5d1a2fe809d16f82816cc704ae67485a41f9888c,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa8c83b1b30291a3a1a118058b5445cc83041cd9d,0xa8c83b1b30291a3a1a118058b5445cc83041cd9d,300000000,68912.57646000001,2022-08-01 21:46
6648936,1659390408,0x73ae1f3a7f81d140e2101058f539e012b5ce6b3210993af50a34e9a76d5413e9,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa5eff6157b44d7eba6b003b72044bcb58faba036,0xa5eff6157b44d7eba6b003b72044bcb58faba036,300000000,68912.57646000001,2022-08-01 21:46
6648936,1659390408,0x8ce141bfa83dd0f48de412bbe94e866bc6e9eeb3fab1ba1f1e19e719aebeb34d,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xa8ecaf8745c56d5935c232d2c5b83b9cd3de1f6a,0x9aab3f81604c683a1a0d14019fbfe15bef7aa1ee,300000000,68912.57646000001,2022-08-01 21:46
6648936,1659390432,0x56b4ade16ad35792f0515da867c3124210ef233b4b18f047b470976da8034f61,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xe4a4df7e1689589efb06ec8c7c601b1cb193c5b3,0xe4a4df7e1689589efb06ec8c7c601b1cb193c5b3,300000000,68912.57646000001,2022-08-01 21:47
6648936,1659390959,0x8c475bff9d0d2f459a603a34c6cdb0a60406fbb8d46c2abbc165b64d9e5997f2,5081,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x0db09d04d33539e3366de2591e920eba71edc879,0xb5c55f76f90cc528b2609109ca14d8d84593590e,30000000000,6891257.646000001,2022-08-01 21:55
6648936,1659391618,0xef73e48c1be5f0254125db589e60b2854b90f98d369c9cf2aae49ba7d51f6257,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0xbf293d5138a2a1ba407b43672643434c43827179,0xbf293d5138a2a1ba407b43672643434c43827179,300000000,68912.57646000001,2022-08-01 22:06
6648936,1659392275,0xcd54193008330871d84c191bbf2f2fafa338420052b1523e157817536ac15d0e,5079,0x2260fac5e5542a773aa44fbcfedf7c193bc2c599,0x51841d9afe10fe55571bdb8f4af1060415003528,0x51841d9afe10fe55571bdb8f4af1060415003528,300000000,68912.57646000001,2022-08-01 22:17
6648936,1659392537,0x763e74d6361bb2103ffc1a76e431026a5bd21186226b2401903ffdb58704c6cd,5085,0xc02aaa39b223fe8d0a0e5c4f27ead9083c756cc2,0xa8ecaf8745c56d5935c232d2c5b83b9cd3de1f6a,0xfb9779477e5b4834bf2bc02dd29b97b344d0f700,200000000000000000000,327668.0942,2022-08-01 22:22
