1659275244	0x8bdb5d7be083f06e9139d52e4788181e3ead0b7d36473036a8c7ceadd9820d1c	10007	0x010dbe061ae4e650d5be36749550e9ab06d39d29	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	5100000000000000
1658283150	0xe5afdddf333a10a38553bc911e02c55892cddc10e03a8ee0fe10114868077342	4708	0x5f0a0e3b30d304fba56e2eee3a442b0bb5c40275	0x8f552a71efe5eefc207bf75485b356a0b3f01ec9	1650811245	13165924292
1659246786	0xe79eb9b6e7c5a60f2c0c806c4a09dd30e1f5d6be35ea3728de80d31c9b1c402c	8701	0x48888db73eb818dec38fed2c8d4d08252177de0d	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	10000000000000000
1645097862	0xbd83610a0f0b101d5cf8a3c9cfb8dd70992e537ce8af67ff2b4af18ad58d3690	1042	0x786aa398183b169b1eeb95f376956f72146601fa	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	200000000000000000
1642499094	0x8f1a12132473b1241100bdf50e22cd2a81701d38084e0cdcbb1245bbd78787dc	761	0x7029bfa9a85ebf4653945be520dc3b7f1181f4af	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	330000000000000000
1659281779	0xc59a56b4dbb8368616c6cf4092770c584b4c8c14381d61bef2135eed44127271	10172	0x87e6327b54970215505fda2b58a4052d5bb25ead	0x8f552a71efe5eefc207bf75485b356a0b3f01ec9	1650811245	1000000000
1650811302	0x0b9a3b2a1a9d280d9f09cee64c8d11141be1e56037cbd86d18382b58da074b54	1981	0xcaae7fedd0cfcb9a87dc84eb69d35807cf33d67a	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	100000000000000000
1642551354	0x5ac1396fd9a8c45bdc03c05dc8afa50551706ca48038c2511fa63e0636f46526	805	0x3b40f02504d228ab7718a3e77a68a7de35e40764	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	120000000000000000
1659225276	0xbb6f169698c0857935e2feaa342f50a1c54fdc6b3e2c8ea2aa0ef0712e4db7a0	8049	0x16a3c50f1ec275335cf2feaf96738de54c6ae9a2	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	1000000000000000
1659143736	0xc2a78131626176c40894e72dae1d9bf3e2e84fc3980c766af4139ba11ac74927	6384	0xa83b73f190c679202d1f057b4d1b01a048e067b3	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	5100000000000000
1655180826	0xd3c910e74b2546fc23ded53a729fe4e429b2f175293cb84713c77f923fc44f75	3352	0x00c3a76523f699c84735d6acc2e2d9e33173aa63	0x1dc78acda13a8bc4408b207c9e48cdbc096d95e0	1650811245	79118800
1659351672	0x4f74075e59ce519a5179e283255eafab2c23f85885c76d688e85ad97fe1d262a	10981	0xab88fbc7d2fd40429726d1a74c0e03c99f244bf8	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	2500000000000000
1659085938	0x327665c260c0a0aced9b01595c3d5a09114f06d6c7ad73547fb1967205dd52a7	5758	0xbcb4d198192bb9a276348a86b6c5610a55851c57	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	120000000000000
1670011584	0x74e164767ec3f1a40bd9670c3c54d98f7ad64813eab1ce28a97c6b6743071852	11346	0x5f4c7775b553e8c1a01cdf700509f99d274e3c2c	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	19000000000000000
1651995300	0x1b7bba694b8169a1d8fd0fed770d2ba40f94b56d6120709057fdd9298d43ffc2	2478	0xb769ff5f1db4425676b3809b6b33da6609e87804	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	100000000000000000
1652188992	0xa5e02097048b54896a1273882dd7f3b4df000c2f5845db4653f34e71e5ea663c	2550	0x1a6734ad213b5e46aacc7e29d8fd2352a96142b3	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	100000000000000000
1655646126	0xff029b38b3e62975761d3f523f0e835c2e436ec134142fafef46cf5e5146776d	3502	0xb696fa0f317b98f1d001a3c3954da637b1513084	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	8000000000000000000
1659076632	0x6c925b5c126c0ed75814c6b6333ce45e380730a662b0a3cc63d30ae68e8d61bd	5619	0x87a4a78d02d0528b118600d81cafffb4e9c3e5b0	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	30000000000000000000
1650187230	0xfbb300db79a2b2cc5f4069d3feef8b00e7b4357aff7c631586087a177664cf22	1522	0xbc227884ba2c5a11be60b05699d256014638983b	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	10000000000000000
1643350224	0x2e787736d61282e7093b991de7fdde12b3131742be1569ae9f2ee045bb194857	929	0x98ea85594c4e6a7d05cad6af9b8be135b5d089fd	0x30d2a9f5fdf90ace8c17952cbb4ee48a55d916a7	1650811245	10000000000000000
1656044034	0x7cc9aa1409b1d02324def9bc2fd67f9489dda37ee4d99376f72c366a8d4830d1	3754	0x7ec7b375834ef33a1a677503d5065651ee530975	0x8f552a71efe5eefc207bf75485b356a0b3f01ec9	1650811245	1068610652954
